Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000117983,MUC5B,Gene Expression,0.6691272825762027,0.0,0.0,32460,2.766843152459051,2659
ENSG00000096696,DSP,Gene Expression,0.666062887052186,0.0,0.0,228191,21.079188629688705,7881
ENSG00000188257,PLA2G2A,Gene Expression,0.6641325933355163,0.0,0.0,835452,70.23625653734007,8703
ENSG00000007062,PROM1,Gene Expression,0.6612771827288155,0.0,0.0,248429,22.136471371212,7860
ENSG00000179348,GATA2,Gene Expression,0.6581757426683668,0.0,0.0,85363,8.055614498508877,6674
ENSG00000122711,SPINK4,Gene Expression,0.6567420986983488,0.0,0.0,308420,26.354079724032584,8010
ENSG00000184357,HIST1H1B,Gene Expression,0.6558482956337673,0.0,0.0,668724,59.31111404456099,8752
ENSG00000211898,IGHD,Gene Expression,0.6556166707517779,0.0,0.0,32501,5.218180670428748,2756
ENSG00000111341,MGP,Gene Expression,0.6546877095291992,0.0,0.0,74043,17.88729271757771,7050
ENSG00000211675,IGLC1,Gene Expression,0.6503017837188856,0.0,0.0,115397,15.579432948848995,4426
ENSG00000170476,MZB1,Gene Expression,0.64999111835231,0.0,0.0,49293,8.093813016651511,4737
ENSG00000118785,SPP1,Gene Expression,0.6493651055772696,0.0,0.0,688545,119.82952768621375,8701
ENSG00000039068,CDH1,Gene Expression,0.6488286204163373,0.0,0.0,146727,12.944188532959469,7495
ENSG00000013588,GPRC5A,Gene Expression,0.6469688121385173,0.0,0.0,211541,20.205702256761054,7967
ENSG00000198695,MT-ND6,Gene Expression,0.6448685133596461,0.0,0.0,1073864,118.97558775527557,9077
ENSG00000163017,ACTG2,Gene Expression,0.6431789489662944,0.0,0.0,12570,4.795946898193381,2884
ENSG00000174358,SLC6A19,Gene Expression,0.643067282071481,0.0,0.0,131695,11.360791785745294,7127
ENSG00000166923,GREM1,Gene Expression,0.6400912985058469,0.0,0.0,31377,8.120220993975696,5935
ENSG00000106483,SFRP4,Gene Expression,0.6393106687446949,0.0,0.0,45042,9.538973530874651,5489
ENSG00000102554,KLF5,Gene Expression,0.639203220809743,0.0,0.0,217301,20.57472571077159,8024
ENSG00000011465,DCN,Gene Expression,0.6385453718866759,0.0,0.0,103591,19.324438131868625,7252
ENSG00000125730,C3,Gene Expression,0.6384380422674764,0.0,0.0,62887,11.927579580175337,6459
ENSG00000104368,PLAT,Gene Expression,0.6376193487021105,0.0,0.0,157953,15.077080054028585,7830
ENSG00000149591,TAGLN,Gene Expression,0.637131445324961,0.0,0.0,186181,42.9015610062939,8182
ENSG00000087245,MMP2,Gene Expression,0.6360586931838567,0.0,0.0,77946,15.111943434648559,6968
ENSG00000184956,MUC6,Gene Expression,0.6360190906380193,0.0,0.0,192568,15.446835020040067,6307
ENSG00000131771,PPP1R1B,Gene Expression,0.6352155514129388,0.0,0.0,166836,14.794879524431902,7718
ENSG00000165215,CLDN3,Gene Expression,0.6349946010415423,0.0,0.0,141975,13.23358774660067,7606
ENSG00000143153,ATP1B1,Gene Expression,0.6344171848429317,0.0,0.0,569931,49.6370467171477,8632
ENSG00000205542,TMSB4X,Gene Expression,0.6331579314381797,0.0,0.0,2617015,307.2865595703861,9079
ENSG00000142871,CCN1,Gene Expression,0.6316618236001351,0.0,0.0,112095,24.286047014154107,7711
ENSG00000103257,SLC7A5,Gene Expression,0.6312127523000375,0.0,0.0,250273,22.629432364166366,8241
ENSG00000112378,PERP,Gene Expression,0.6303793643277964,0.0,0.0,340028,30.34392307731519,8431
ENSG00000275395,FCGBP,Gene Expression,0.629237554901706,0.0,0.0,231335,19.495769368979975,7634
ENSG00000105664,COMP,Gene Expression,0.628840102674565,0.0,0.0,76493,16.403025057407476,5939
ENSG00000198788,MUC2,Gene Expression,0.6282833905119133,0.0,0.0,320583,27.44235396497425,8029
ENSG00000198467,TPM2,Gene Expression,0.6268475132041805,0.0,0.0,118189,28.576216496986476,8764
ENSG00000169429,CXCL8,Gene Expression,0.625138391429869,0.0,0.0,22537,10.0759112958758,4492
ENSG00000113722,CDX1,Gene Expression,0.6247515190765922,0.0,0.0,200744,17.775001382155597,7928
ENSG00000142168,SOD1,Gene Expression,0.6226520112296519,0.0,0.0,578415,50.74228874325105,8785
ENSG00000137801,THBS1,Gene Expression,0.6221531588988688,0.0,0.0,151058,33.294784835163796,7839
ENSG00000115758,ODC1,Gene Expression,0.6188945497750415,0.0,0.0,235817,20.906883385831364,8122
ENSG00000104371,DKK4,Gene Expression,0.6177883358107478,0.0,0.0,88338,7.8406230178574,6568
ENSG00000147676,MAL2,Gene Expression,0.6154574352004016,0.0,0.0,131582,11.66266850450623,7547
ENSG00000211899,IGHM,Gene Expression,0.6154020048091738,0.0,0.0,120780,19.76986106879979,5588
ENSG00000108821,COL1A1,Gene Expression,0.615231226578773,0.0,0.0,1867447,329.8967925277411,8962
ENSG00000170312,CDK1,Gene Expression,0.6143320991522055,0.0,0.0,171845,15.136767370865124,7937
ENSG00000101335,MYL9,Gene Expression,0.6128116029287839,0.0,0.0,95672,21.633366428581024,7607
ENSG00000155380,SLC16A1,Gene Expression,0.6123094521199891,0.0,0.0,277164,24.028178681556017,8262
ENSG00000168542,COL3A1,Gene Expression,0.6118451807725119,0.0,0.0,1641325,299.30339491571806,8947
ENSG00000107796,ACTA2,Gene Expression,0.6098046891871236,0.0,0.0,72897,15.669347294007038,7142
ENSG00000181019,NQO1,Gene Expression,0.609365311052194,0.0,0.0,132828,11.598473039305551,7549
ENSG00000130176,CNN1,Gene Expression,0.6084098190858199,0.0,0.0,16118,5.143028631174037,4551
ENSG00000139329,LUM,Gene Expression,0.6078526477860445,0.0,0.0,167023,28.485707144751633,7850
ENSG00000254772,EEF1G,Gene Expression,0.6072064161359538,0.0,0.0,501452,48.094117217749876,8871
ENSG00000060718,COL11A1,Gene Expression,0.605440605649674,0.0,0.0,61280,11.185041270298916,6325
ENSG00000163993,S100P,Gene Expression,0.6035537571994237,0.0,0.0,167282,14.70464960237931,7800
ENSG00000118523,CCN2,Gene Expression,0.6019162230179192,0.0,0.0,111433,22.339586324676695,8063
ENSG00000132465,JCHAIN,Gene Expression,0.6019100627418772,0.0,0.0,41955,7.502354633735589,5093
ENSG00000075624,ACTB,Gene Expression,0.6017991651694518,0.0,0.0,1500200,163.7100880411105,9072
ENSG00000166147,FBN1,Gene Expression,0.6006665980210888,0.0,0.0,56185,11.266104927103852,6991
ENSG00000189143,CLDN4,Gene Expression,0.6002681088920736,0.0,0.0,155596,14.704612814099148,7817
ENSG00000164692,COL1A2,Gene Expression,0.5992023954905197,0.0,0.0,965246,163.08877335941628,8827
ENSG00000134193,REG4,Gene Expression,0.5987549103047538,0.0,0.0,114801,9.51672432948125,7140
ENSG00000106624,AEBP1,Gene Expression,0.5984545184283305,0.0,0.0,99625,18.849858121718828,7578
ENSG00000067225,PKM,Gene Expression,0.598034822431168,0.0,0.0,497457,47.27462243701573,8869
ENSG00000010278,CD9,Gene Expression,0.5979049634000569,0.0,0.0,902694,80.79281527353372,8983
ENSG00000065534,MYLK,Gene Expression,0.5962056775510294,0.0,0.0,40272,9.581025556214183,6631
ENSG00000141753,IGFBP4,Gene Expression,0.5956989061543294,0.0,0.0,108032,15.569082841374563,8609
ENSG00000167996,FTH1,Gene Expression,0.5941567299622429,0.0,0.0,660692,94.39612911915535,9075
ENSG00000087086,FTL,Gene Expression,0.5934232438864272,0.0,0.0,541602,77.39391902698496,9054
ENSG00000091986,CCDC80,Gene Expression,0.5906030490837583,0.0,0.0,38991,7.973817036070562,6496
ENSG00000081923,ATP8B1,Gene Expression,0.5904733045817951,0.0,0.0,242177,21.62521023923962,8182
ENSG00000131746,TNS4,Gene Expression,0.5894886618993289,0.0,0.0,143789,12.536217376499925,7575
ENSG00000112715,VEGFA,Gene Expression,0.5894299236649113,0.0,0.0,285476,32.87250675398464,8790
ENSG00000182326,C1S,Gene Expression,0.5885227657062693,0.0,0.0,56444,10.673079373095042,7020
ENSG00000131747,TOP2A,Gene Expression,0.5881901703156477,0.0,0.0,211048,18.658271393480874,8147
ENSG00000122786,CALD1,Gene Expression,0.5876421974452798,0.0,0.0,136769,25.79306807902077,8002
ENSG00000175130,MARCKSL1,Gene Expression,0.5870550695781959,0.0,0.0,350361,31.947460305291994,8636
ENSG00000164109,MAD2L1,Gene Expression,0.5867311692505813,0.0,0.0,93069,7.999196248555318,7252
ENSG00000262406,MMP12,Gene Expression,0.5862093300750204,0.0,0.0,122573,21.331104029694156,7209
ENSG00000186340,THBS2,Gene Expression,0.5859379312651607,0.0,0.0,123983,23.17289485342071,7747
ENSG00000111799,COL12A1,Gene Expression,0.5858618849526018,0.0,0.0,58033,10.404432053981031,6541
ENSG00000162896,PIGR,Gene Expression,0.5849589377097828,0.0,0.0,148670,13.19417286150642,6848
ENSG00000197061,HIST1H4C,Gene Expression,0.5847447242826795,0.0,0.0,175575,15.063074220595974,7998
ENSG00000198763,MT-ND2,Gene Expression,0.5826634799676493,0.0,0.0,215434,29.795938646496772,9001
ENSG00000110955,ATP5F1B,Gene Expression,0.581706436198678,0.0,0.0,292702,25.69428043687871,8483
ENSG00000197614,MFAP5,Gene Expression,0.581205018125799,0.0,0.0,17147,3.3266287741260703,4368
ENSG00000106819,ASPN,Gene Expression,0.5811468873183573,0.0,0.0,35199,6.258124488093283,5922
ENSG00000064651,SLC12A2,Gene Expression,0.5802238723464415,0.0,0.0,198750,17.798349707052374,8014
ENSG00000113140,SPARC,Gene Expression,0.5800270510997823,0.0,0.0,687033,116.96051887290439,8790
ENSG00000131941,RHPN2,Gene Expression,0.5797460795711576,0.0,0.0,87532,9.10576264748045,7464
ENSG00000115648,MLPH,Gene Expression,0.5794754715663072,0.0,0.0,111957,10.89887248011812,7511
ENSG00000135373,EHF,Gene Expression,0.5794390633721606,0.0,0.0,116146,10.263811194504257,7476
ENSG00000196262,PPIA,Gene Expression,0.5775314447487673,0.0,0.0,180543,15.870269465503029,8287
ENSG00000173467,AGR3,Gene Expression,0.577160559354307,0.0,0.0,65639,5.985602325439711,6872
ENSG00000134755,DSC2,Gene Expression,0.5767481499033777,0.0,0.0,123243,11.079072146105958,7708
ENSG00000101311,FERMT1,Gene Expression,0.5754111953972386,0.0,0.0,118093,10.217950302857819,7494
ENSG00000122641,INHBA,Gene Expression,0.5752073478892756,0.0,0.0,65205,13.703137244200699,7177
ENSG00000111716,LDHB,Gene Expression,0.5751193221190666,0.0,0.0,235066,20.73725790805428,8430
ENSG00000145423,SFRP2,Gene Expression,0.5746288115228787,0.0,0.0,103194,16.73173301195757,7159
ENSG00000081059,TCF7,Gene Expression,0.573817683834721,0.0,0.0,134322,12.084989292141938,7727
ENSG00000135535,CD164,Gene Expression,0.5729551269723384,0.0,0.0,127536,11.980359314909077,8057
ENSG00000205277,MUC12,Gene Expression,0.5705307558519065,0.0,0.0,93169,8.91362964050848,6763
ENSG00000169604,ANTXR1,Gene Expression,0.5704368861726472,0.0,0.0,67709,12.02910482025996,7194
ENSG00000132470,ITGB4,Gene Expression,0.5701009590308295,0.0,0.0,134474,12.45413858039352,7710
ENSG00000133135,RNF128,Gene Expression,0.5700973742934593,0.0,0.0,79162,7.017917887832249,7054
ENSG00000166508,MCM7,Gene Expression,0.5696951480031472,0.0,0.0,269904,23.887077416608804,8434
ENSG00000114942,EEF1B2,Gene Expression,0.5695929970853227,0.0,0.0,449530,42.39361916650867,8860
ENSG00000171848,RRM2,Gene Expression,0.5695166228381253,0.0,0.0,150625,12.903365159399405,7767
ENSG00000115380,EFEMP1,Gene Expression,0.5693248861657433,0.0,0.0,31127,6.202920574676461,5952
ENSG00000146731,CCT6A,Gene Expression,0.5690898738183143,0.0,0.0,338928,30.789471524159318,8661
ENSG00000104738,MCM4,Gene Expression,0.5687317728052947,0.0,0.0,145529,12.650812424818108,7802
ENSG00000117724,CENPF,Gene Expression,0.5686406506049791,0.0,0.0,100103,8.78397531903408,7487
ENSG00000124429,POF1B,Gene Expression,0.5676398118251779,0.0,0.0,82211,7.508007635963162,7219
ENSG00000102096,PIM2,Gene Expression,0.5672244074351227,0.0,0.0,49417,7.822220985170861,7546
ENSG00000162576,MXRA8,Gene Expression,0.5651946199596021,0.0,0.0,28311,5.613969020850895,5942
ENSG00000137573,SULF1,Gene Expression,0.5643717478303388,0.0,0.0,95504,16.174306501869523,7483
ENSG00000004799,PDK4,Gene Expression,0.5642705143396899,0.0,0.0,119606,11.863416692191457,7895
ENSG00000169347,GP2,Gene Expression,0.5640754405026976,0.0,0.0,56043,4.746664473611186,5999
ENSG00000175832,ETV4,Gene Expression,0.5639553112546332,0.0,0.0,112104,9.894266167045249,7499
ENSG00000115414,FN1,Gene Expression,0.5639008527100748,0.0,0.0,423099,77.28151633543231,8804
ENSG00000215182,MUC5AC,Gene Expression,0.5632263928362243,0.0,0.0,46794,4.009701136659288,4475
ENSG00000099958,DERL3,Gene Expression,0.5624847645451528,0.0,0.0,25932,4.0795473891596075,5488
ENSG00000104413,ESRP1,Gene Expression,0.5621624839160574,0.0,0.0,83811,7.756312129529349,7329
ENSG00000130635,COL5A1,Gene Expression,0.561880711975179,0.0,0.0,128584,22.974611934492952,7901
ENSG00000165507,DEPP1,Gene Expression,0.5609764565964027,0.0,0.0,16874,4.341219018774691,4994
ENSG00000159403,C1R,Gene Expression,0.5605888569478519,0.0,0.0,81995,14.960339899637038,7787
ENSG00000158467,AHCYL2,Gene Expression,0.5602233150778702,0.0,0.0,130362,11.85865567314691,7887
ENSG00000163430,FSTL1,Gene Expression,0.5597643819010819,0.0,0.0,69352,12.08166090909381,7210
ENSG00000137809,ITGA11,Gene Expression,0.5580618299696614,0.0,0.0,15997,3.281929007687104,4374
ENSG00000275713,HIST1H2BH,Gene Expression,0.5577754790287179,0.0,0.0,133613,11.813898196965642,7881
ENSG00000164932,CTHRC1,Gene Expression,0.5577188637510532,0.0,0.0,99232,17.04230442146806,7932
ENSG00000107562,CXCL12,Gene Expression,0.5566839562993997,0.0,0.0,23476,4.575922794770863,5700
ENSG00000173660,UQCRH,Gene Expression,0.5566022536939662,0.0,0.0,113700,9.854062605124959,7762
ENSG00000167642,SPINT2,Gene Expression,0.5542834653443166,0.0,0.0,194541,17.772820452708125,8261
ENSG00000079112,CDH17,Gene Expression,0.5525629130041414,0.0,0.0,84744,7.78563343041014,7156
ENSG00000164694,FNDC1,Gene Expression,0.5525376566144268,0.0,0.0,17253,3.626015311642891,4732
ENSG00000242265,PEG10,Gene Expression,0.5521942520523679,0.0,0.0,75183,6.4869025928670005,6971
ENSG00000122565,CBX3,Gene Expression,0.5510366225808729,0.0,0.0,348690,31.818425560018948,8683
ENSG00000133216,EPHB2,Gene Expression,0.5510324324958242,0.0,0.0,111304,10.026469458820467,7656
ENSG00000243678,NME2,Gene Expression,0.5499456025117802,0.0,0.0,321946,29.137724433165335,8667
ENSG00000168209,DDIT4,Gene Expression,0.5491931448685784,0.0,0.0,272163,32.80858912959775,8905
ENSG00000177469,CAVIN1,Gene Expression,0.5490750057180729,0.0,0.0,35872,7.066188488820345,7054
ENSG00000141655,TNFRSF11A,Gene Expression,0.5478924996741253,0.0,0.0,67878,6.284231044706735,7153
ENSG00000103196,CRISPLD2,Gene Expression,0.5478811297699789,0.0,0.0,32869,6.462775931445263,7283
ENSG00000140416,TPM1,Gene Expression,0.5478390792916095,0.0,0.0,211860,32.86587994062241,8872
ENSG00000123500,COL10A1,Gene Expression,0.5477110119555579,0.0,0.0,24672,4.517881232150685,5065
ENSG00000001630,CYP51A1,Gene Expression,0.5470604247826428,0.0,0.0,93574,8.1734653109658,7470
ENSG00000134057,CCNB1,Gene Expression,0.5457310088701415,0.0,0.0,107625,9.552335504497343,7641
ENSG00000069849,ATP1B3,Gene Expression,0.5454993107478984,0.0,0.0,193614,17.140024902428344,8220
ENSG00000182492,BGN,Gene Expression,0.5447914475018981,0.0,0.0,151056,25.862251970677868,8084
ENSG00000108561,C1QBP,Gene Expression,0.5447409784599111,0.0,0.0,133960,11.381356563538173,7824
ENSG00000038427,VCAN,Gene Expression,0.5439013433952486,0.0,0.0,129648,25.610601473246202,8411
ENSG00000164237,CMBL,Gene Expression,0.543638682917071,0.0,0.0,101351,9.060281968755039,7628
ENSG00000106153,CHCHD2,Gene Expression,0.5427327353969675,0.0,0.0,523053,47.38672167079836,8902
ENSG00000113657,DPYSL3,Gene Expression,0.5426847485195838,0.0,0.0,25348,5.182072282350164,6138
ENSG00000204262,COL5A2,Gene Expression,0.5418604625400767,0.0,0.0,104685,17.21162956736179,7760
ENSG00000064270,ATP2C2,Gene Expression,0.5410633939009416,0.0,0.0,43826,4.105099103142108,6148
ENSG00000173702,MUC13,Gene Expression,0.5407198958523997,0.0,0.0,82359,7.476818994701593,7182
ENSG00000021355,SERPINB1,Gene Expression,0.540500149926951,0.0,0.0,269219,25.59055219246637,8665
ENSG00000123975,CKS2,Gene Expression,0.5402694283998123,0.0,0.0,81331,7.438830857452605,7441
ENSG00000104783,KCNN4,Gene Expression,0.5400300885982241,0.0,0.0,116271,10.713561651494183,7783
ENSG00000204628,RACK1,Gene Expression,0.5396363851923862,0.0,0.0,356353,33.73390360536692,8898
ENSG00000073111,MCM2,Gene Expression,0.5390881292945717,0.0,0.0,105146,9.21031319107394,7559
ENSG00000166482,MFAP4,Gene Expression,0.5389308661841771,0.0,0.0,6357,1.735031487429596,3022
ENSG00000182580,EPHB3,Gene Expression,0.5389012446537103,0.0,0.0,147528,13.2334895122191,7947
ENSG00000164032,H2AFZ,Gene Expression,0.5379293788125459,0.0,0.0,139050,11.892955332929455,7897
ENSG00000149100,EIF3M,Gene Expression,0.5376287546308459,0.0,0.0,135905,12.495671060093528,8066
ENSG00000099194,SCD,Gene Expression,0.5374602676192702,0.0,0.0,145195,14.20368431383424,8174
ENSG00000091409,ITGA6,Gene Expression,0.5374225472715687,0.0,0.0,279212,25.423215476245854,8472
ENSG00000240972,MIF,Gene Expression,0.5370956440978136,0.0,0.0,243258,24.502620358308125,8677
ENSG00000164104,HMGB2,Gene Expression,0.5361756625875769,0.0,0.0,239748,22.057354299305157,8463
ENSG00000181885,CLDN7,Gene Expression,0.536066883719041,0.0,0.0,99771,8.798597961785315,7478
ENSG00000276043,UHRF1,Gene Expression,0.535604099907948,0.0,0.0,99113,8.973822041642617,7643
ENSG00000198157,HMGN5,Gene Expression,0.5354379632736648,0.0,0.0,59854,5.269655011678396,6980
ENSG00000101444,AHCY,Gene Expression,0.534644238127352,0.0,0.0,148363,13.151241602227643,8024
ENSG00000116711,PLA2G4A,Gene Expression,0.5329639112834083,0.0,0.0,78537,7.083638301066565,7290
ENSG00000163453,IGFBP7,Gene Expression,0.5326095469537548,0.0,0.0,192799,31.88094575397813,8272
ENSG00000127324,TSPAN8,Gene Expression,0.5323848066097003,0.0,0.0,71818,6.763031411649034,6897
ENSG00000134871,COL4A2,Gene Expression,0.5316096264890358,0.0,0.0,114122,20.08794444163804,7819
ENSG00000136158,SPRY2,Gene Expression,0.5313576567708146,0.0,0.0,111626,10.023158388290371,7729
ENSG00000111206,FOXM1,Gene Expression,0.5307585848424212,0.0,0.0,103549,9.134395770495791,7546
ENSG00000140937,CDH11,Gene Expression,0.5307067025689948,0.0,0.0,38553,6.83013456199569,6343
ENSG00000186314,PRELID2,Gene Expression,0.5304146821950652,0.0,0.0,100802,9.748921260125297,7671
ENSG00000105388,CEACAM5,Gene Expression,0.5301104213647615,0.0,0.0,54778,5.277944966800281,6520
ENSG00000114346,ECT2,Gene Expression,0.5296389869522892,0.0,0.0,106976,9.57216856260447,7674
ENSG00000213585,VDAC1,Gene Expression,0.5293249513681391,0.0,0.0,128669,11.811434711653252,8033
ENSG00000140538,NTRK3,Gene Expression,0.529289746903889,0.0,0.0,458,0.21233620847479542,220
ENSG00000125398,SOX9,Gene Expression,0.5290374319220184,0.0,0.0,84922,7.769555306918777,7426
ENSG00000072163,LIMS2,Gene Expression,0.5289304747735345,0.0,0.0,9320,2.5188817412431868,4254
ENSG00000206075,SERPINB5,Gene Expression,0.5289076340103346,0.0,0.0,64723,5.947676201817281,7022
ENSG00000179546,HTR1D,Gene Expression,0.5284985079460742,0.0,0.0,51338,4.664377327275733,6810
ENSG00000066405,CLDN18,Gene Expression,0.528357109032864,0.0,0.0,16842,1.5280035993540315,3349
ENSG00000163359,COL6A3,Gene Expression,0.5278259137877415,0.0,0.0,233354,37.260842765012356,8386
ENSG00000214530,STARD10,Gene Expression,0.5275346781525646,0.0,0.0,125852,11.171648778479394,7893
ENSG00000026025,VIM,Gene Expression,0.527208455298581,0.0,0.0,604074,106.52741042734696,9063
ENSG00000167900,TK1,Gene Expression,0.527031258018664,0.0,0.0,84533,7.50733670741295,7445
ENSG00000148700,ADD3,Gene Expression,0.5267051213797912,0.0,0.0,189240,17.300896567052337,8328
ENSG00000120756,PLS1,Gene Expression,0.526513145792889,0.0,0.0,65882,5.979030466032509,7026
ENSG00000110080,ST3GAL4,Gene Expression,0.5263707944704916,0.0,0.0,145039,13.424634400568875,8102
ENSG00000078399,HOXA9,Gene Expression,0.5261773518480338,0.0,0.0,115516,11.024415978228646,7842
ENSG00000109971,HSPA8,Gene Expression,0.525937770922424,0.0,0.0,472354,43.76064873987214,8889
ENSG00000124098,FAM210B,Gene Expression,0.5258008808572254,0.0,0.0,112859,10.232825191854507,7832
ENSG00000074800,ENO1,Gene Expression,0.525151695363943,0.0,0.0,398034,40.244921240150966,8949
ENSG00000136261,BZW2,Gene Expression,0.5242285818475714,0.0,0.0,112919,10.067790241126886,7798
ENSG00000184012,TMPRSS2,Gene Expression,0.5228968894127588,0.0,0.0,53392,4.942194141596961,6833
ENSG00000136068,FLNB,Gene Expression,0.5225615554099086,0.0,0.0,195887,18.30855015683072,8439
ENSG00000008394,MGST1,Gene Expression,0.5224379979507643,0.0,0.0,109497,9.794477457056079,7624
ENSG00000134569,LRP4,Gene Expression,0.5219364538902627,0.0,0.0,112683,10.769689292840836,7723
ENSG00000204580,DDR1,Gene Expression,0.5219299028162356,0.0,0.0,94969,8.76710215382002,7601
ENSG00000169567,HINT1,Gene Expression,0.5216692101134247,0.0,0.0,105853,9.508862019891318,7789
ENSG00000126709,IFI6,Gene Expression,0.5215958196727959,0.0,0.0,38610,6.78417697413288,7030
ENSG00000131981,LGALS3,Gene Expression,0.5214366707756074,0.0,0.0,265730,25.491016296562172,8719
ENSG00000132170,PPARG,Gene Expression,0.5201380511314285,0.0,0.0,86024,8.297783023525557,7594
ENSG00000121211,MND1,Gene Expression,0.5200359161962496,0.0,0.0,68891,6.0505941382146355,7165
ENSG00000187955,COL14A1,Gene Expression,0.5199707536993284,0.0,0.0,22750,4.449360717427662,5942
ENSG00000105699,LSR,Gene Expression,0.5197561125456365,0.0,0.0,109086,10.050190118731523,7762
ENSG00000034510,TMSB10,Gene Expression,0.5196024424977542,0.0,0.0,1001971,111.58952852191243,9075
ENSG00000159176,CSRP1,Gene Expression,0.5189894405803747,0.0,0.0,134026,21.523301858605194,8808
ENSG00000065361,ERBB3,Gene Expression,0.5189609987427012,0.0,0.0,61952,5.560149910444456,6970
ENSG00000151725,CENPU,Gene Expression,0.5186414075464657,0.0,0.0,76352,6.841112828967734,7359
ENSG00000090382,LYZ,Gene Expression,0.5183075200129227,0.0,0.0,471554,54.72833356920921,8998
ENSG00000035862,TIMP2,Gene Expression,0.5181439298113518,0.0,0.0,75703,13.276807305379783,8204
ENSG00000120885,CLU,Gene Expression,0.5179295046032055,0.0,0.0,8810,2.3956500669570766,4082
ENSG00000089220,PEBP1,Gene Expression,0.5176711178075694,0.0,0.0,283395,25.914523129177933,8650
ENSG00000119969,HELLS,Gene Expression,0.5172783687907089,0.0,0.0,141322,12.78448479471997,8016
ENSG00000131620,ANO1,Gene Expression,0.5164965562743751,0.0,0.0,121185,11.251372237654026,8029
ENSG00000100234,TIMP3,Gene Expression,0.5157814904382946,0.0,0.0,137452,23.29604361730223,7930
ENSG00000102172,SMS,Gene Expression,0.5157667863065769,0.0,0.0,147201,13.840647165356387,8249
ENSG00000076554,TPD52,Gene Expression,0.5155805020813079,0.0,0.0,213036,20.130929387454938,8462
ENSG00000077942,FBLN1,Gene Expression,0.5151480255663169,0.0,0.0,17471,3.094805587110099,5118
ENSG00000163431,LMOD1,Gene Expression,0.5146159335300682,0.0,0.0,7835,2.2612621157204704,3668
ENSG00000117519,CNN3,Gene Expression,0.51409343861451,0.0,0.0,120885,16.93629166845961,8677
